form,lineups,league_id,league_name,league_country,league_logo,league_flag,league_season,team_id,team_name,team_logo,fixtures_played_home,fixtures_played_away,fixtures_played_total,fixtures_wins_home,fixtures_wins_away,fixtures_wins_total,fixtures_draws_home,fixtures_draws_away,fixtures_draws_total,fixtures_loses_home,fixtures_loses_away,fixtures_loses_total,goals_for_total_home,goals_for_total_away,goals_for_total_total,goals_for_average_home,goals_for_average_away,goals_for_average_total,goals_for_minute_0-15_total,goals_for_minute_0-15_percentage,goals_for_minute_16-30_total,goals_for_minute_16-30_percentage,goals_for_minute_31-45_total,goals_for_minute_31-45_percentage,goals_for_minute_46-60_total,goals_for_minute_46-60_percentage,goals_for_minute_61-75_total,goals_for_minute_61-75_percentage,goals_for_minute_76-90_total,goals_for_minute_76-90_percentage,goals_for_minute_91-105_total,goals_for_minute_91-105_percentage,goals_for_minute_106-120_total,goals_for_minute_106-120_percentage,goals_against_total_home,goals_against_total_away,goals_against_total_total,goals_against_average_home,goals_against_average_away,goals_against_average_total,goals_against_minute_0-15_total,goals_against_minute_0-15_percentage,goals_against_minute_16-30_total,goals_against_minute_16-30_percentage,goals_against_minute_31-45_total,goals_against_minute_31-45_percentage,goals_against_minute_46-60_total,goals_against_minute_46-60_percentage,goals_against_minute_61-75_total,goals_against_minute_61-75_percentage,goals_against_minute_76-90_total,goals_against_minute_76-90_percentage,goals_against_minute_91-105_total,goals_against_minute_91-105_percentage,goals_against_minute_106-120_total,goals_against_minute_106-120_percentage,biggest_streak_wins,biggest_streak_draws,biggest_streak_loses,biggest_wins_home,biggest_wins_away,biggest_loses_home,biggest_loses_away,biggest_goals_for_home,biggest_goals_for_away,biggest_goals_against_home,biggest_goals_against_away,clean_sheet_home,clean_sheet_away,clean_sheet_total,failed_to_score_home,failed_to_score_away,failed_to_score_total,penalty_scored_total,penalty_scored_percentage,penalty_missed_total,penalty_missed_percentage,penalty_total,cards_yellow_0-15_total,cards_yellow_0-15_percentage,cards_yellow_16-30_total,cards_yellow_16-30_percentage,cards_yellow_31-45_total,cards_yellow_31-45_percentage,cards_yellow_46-60_total,cards_yellow_46-60_percentage,cards_yellow_61-75_total,cards_yellow_61-75_percentage,cards_yellow_76-90_total,cards_yellow_76-90_percentage,cards_yellow_91-105_total,cards_yellow_91-105_percentage,cards_yellow_106-120_total,cards_yellow_106-120_percentage,cards_yellow__total,cards_yellow__percentage,cards_red_0-15_total,cards_red_0-15_percentage,cards_red_16-30_total,cards_red_16-30_percentage,cards_red_31-45_total,cards_red_31-45_percentage,cards_red_46-60_total,cards_red_46-60_percentage,cards_red_61-75_total,cards_red_61-75_percentage,cards_red_76-90_total,cards_red_76-90_percentage,cards_red_91-105_total,cards_red_91-105_percentage,cards_red_106-120_total,cards_red_106-120_percentage,cards_red__total,cards_red__percentage
LDLDDWLLLWLLDLLWLDWLWWLDLWLLDWWLWLWL,"[{'formation': '4-2-3-1', 'played': 15}, {'formation': '4-3-3', 'played': 9}, {'formation': '4-4-2', 'played': 9}, {'formation': '3-5-2', 'played': 1}, {'formation': '3-4-2-1', 'played': 1}, {'formation': '5-3-2', 'played': 1}]",39,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022,39,Wolves,https://media-2.api-sports.io/football/teams/39.png,18,18,36,9,2,11,2,5,7,7,11,18,18,12,30,1.0,0.7,0.8,6,21.43%,3,10.71%,4,14.29%,4,14.29%,6,21.43%,3,10.71%,2,7.14%,,,19,33,52,1.1,1.8,1.4,9,16.67%,7,12.96%,6,11.11%,11,20.37%,11,20.37%,8,14.81%,2,3.70%,,,2,2,3,3-0,1-2,0-4,6-0,3,2,4,6,10,1,11,6,8,14,3,100.00%,0,0%,3,7,8.75%,9,11.25%,14,17.50%,11,13.75%,12,15.00%,17,21.25%,10,12.50%,,,,,,,1,16.67%,1,16.67%,1,16.67%,,,1,16.67%,1,16.67%,,,1.0,16.67%
LLDDDDWWLLLWDLLLDLLLWLWLLDWDDLLDLDWL,"[{'formation': '4-3-3', 'played': 11}, {'formation': '4-5-1', 'played': 7}, {'formation': '4-2-3-1', 'played': 6}, {'formation': '3-4-3', 'played': 3}, {'formation': '5-4-1', 'played': 2}, {'formation': '4-1-4-1', 'played': 2}, {'formation': '4-4-2', 'played': 2}, {'formation': '5-3-2', 'played': 1}, {'formation': '3-5-2', 'played': 1}, {'formation': '3-4-2-1', 'played': 1}]",39,Premier League,England,https://media-2.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022,45,Everton,https://media-2.api-sports.io/football/teams/45.png,18,18,36,5,2,7,3,8,11,10,8,18,15,17,32,0.8,0.9,0.9,7,23.33%,4,13.33%,2,6.67%,5,16.67%,4,13.33%,6,20.00%,2,6.67%,,,27,29,56,1.5,1.6,1.6,2,3.45%,9,15.52%,12,20.69%,13,22.41%,8,13.79%,13,22.41%,1,1.72%,,,2,4,3,3-0,1-5,1-4,4-0,3,5,4,4,6,2,8,5,9,14,3,100.00%,0,0%,3,3,3.80%,7,8.86%,13,16.46%,14,17.72%,20,25.32%,11,13.92%,10,12.66%,,,1.0,1.27%,,,,,,,1,50.00%,,,1,50.00%,,,,,,
