form,lineups,league_id,league_name,league_country,league_logo,league_flag,league_season,team_id,team_name,team_logo,fixtures_played_home,fixtures_played_away,fixtures_played_total,fixtures_wins_home,fixtures_wins_away,fixtures_wins_total,fixtures_draws_home,fixtures_draws_away,fixtures_draws_total,fixtures_loses_home,fixtures_loses_away,fixtures_loses_total,goals_for_total_home,goals_for_total_away,goals_for_total_total,goals_for_average_home,goals_for_average_away,goals_for_average_total,goals_for_minute_0-15_total,goals_for_minute_0-15_percentage,goals_for_minute_16-30_total,goals_for_minute_16-30_percentage,goals_for_minute_31-45_total,goals_for_minute_31-45_percentage,goals_for_minute_46-60_total,goals_for_minute_46-60_percentage,goals_for_minute_61-75_total,goals_for_minute_61-75_percentage,goals_for_minute_76-90_total,goals_for_minute_76-90_percentage,goals_for_minute_91-105_total,goals_for_minute_91-105_percentage,goals_for_minute_106-120_total,goals_for_minute_106-120_percentage,goals_against_total_home,goals_against_total_away,goals_against_total_total,goals_against_average_home,goals_against_average_away,goals_against_average_total,goals_against_minute_0-15_total,goals_against_minute_0-15_percentage,goals_against_minute_16-30_total,goals_against_minute_16-30_percentage,goals_against_minute_31-45_total,goals_against_minute_31-45_percentage,goals_against_minute_46-60_total,goals_against_minute_46-60_percentage,goals_against_minute_61-75_total,goals_against_minute_61-75_percentage,goals_against_minute_76-90_total,goals_against_minute_76-90_percentage,goals_against_minute_91-105_total,goals_against_minute_91-105_percentage,goals_against_minute_106-120_total,goals_against_minute_106-120_percentage,biggest_streak_wins,biggest_streak_draws,biggest_streak_loses,biggest_wins_home,biggest_wins_away,biggest_loses_home,biggest_loses_away,biggest_goals_for_home,biggest_goals_for_away,biggest_goals_against_home,biggest_goals_against_away,clean_sheet_home,clean_sheet_away,clean_sheet_total,failed_to_score_home,failed_to_score_away,failed_to_score_total,penalty_scored_total,penalty_scored_percentage,penalty_missed_total,penalty_missed_percentage,penalty_total,cards_yellow_0-15_total,cards_yellow_0-15_percentage,cards_yellow_16-30_total,cards_yellow_16-30_percentage,cards_yellow_31-45_total,cards_yellow_31-45_percentage,cards_yellow_46-60_total,cards_yellow_46-60_percentage,cards_yellow_61-75_total,cards_yellow_61-75_percentage,cards_yellow_76-90_total,cards_yellow_76-90_percentage,cards_yellow_91-105_total,cards_yellow_91-105_percentage,cards_yellow_106-120_total,cards_yellow_106-120_percentage,cards_yellow__total,cards_yellow__percentage,cards_red_0-15_total,cards_red_0-15_percentage,cards_red_16-30_total,cards_red_16-30_percentage,cards_red_31-45_total,cards_red_31-45_percentage,cards_red_46-60_total,cards_red_46-60_percentage,cards_red_61-75_total,cards_red_61-75_percentage,cards_red_76-90_total,cards_red_76-90_percentage,cards_red_91-105_total,cards_red_91-105_percentage,cards_red_106-120_total,cards_red_106-120_percentage,cards_red__total,cards_red__percentage
LDWLWLLLLDWDLLLLLLWLLLWLWDLDLLLDLLLLL,"[{'formation': '4-2-3-1', 'played': 14}, {'formation': '4-4-2', 'played': 13}, {'formation': '5-3-2', 'played': 3}, {'formation': '3-4-2-1', 'played': 2}, {'formation': '4-3-3', 'played': 2}, {'formation': '3-1-4-2', 'played': 1}, {'formation': '3-4-1-2', 'played': 1}, {'formation': '4-1-4-1', 'played': 1}]",39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022,41,Southampton,https://media-3.api-sports.io/football/teams/41.png,18,19,37,2,4,6,4,2,6,12,13,25,15,17,32,0.8,0.9,0.9,5,13.51%,4,10.81%,4,10.81%,8,21.62%,8,21.62%,6,16.22%,2,5.41%,,,33,36,69,1.8,1.9,1.9,3,4.69%,10,15.63%,13,20.31%,16,25.00%,12,18.75%,8,12.50%,2,3.13%,,,1,1,6,2-1,1-2,1-4,4-0,3,3,4,4,1,3,4,7,8,15,2,100.00%,0,0%,2,7,9.59%,4,5.48%,14,19.18%,8,10.96%,12,16.44%,13,17.81%,13,17.81%,,,2.0,2.74%,,,,,,,,,,,,,,,,,,
DDLWWDDLWWLLWWWWLLDLWWDWWLLDDWWWWWWWD,"[{'formation': '4-3-3', 'played': 31}, {'formation': '4-2-3-1', 'played': 2}, {'formation': '4-4-2', 'played': 2}, {'formation': '4-3-1-2', 'played': 2}]",39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-3.api-sports.io/flags/gb.svg,2022,40,Liverpool,https://media-3.api-sports.io/football/teams/40.png,19,18,37,13,6,19,5,4,9,1,8,9,46,25,71,2.4,1.4,1.9,12,17.39%,7,10.14%,15,21.74%,9,13.04%,12,17.39%,12,17.39%,2,2.90%,,,17,26,43,0.9,1.4,1.2,8,17.78%,6,13.33%,7,15.56%,11,24.44%,6,13.33%,6,13.33%,1,2.22%,,,7,2,2,9-0,1-6,1-2,4-1,9,6,3,4,9,5,14,1,7,8,2,100.00%,0,0%,2,4,7.27%,7,12.73%,7,12.73%,8,14.55%,12,21.82%,13,23.64%,4,7.27%,,,,,,,,,,,1,100.00%,,,,,,,,,,
