form,lineups,league_id,league_name,league_country,league_logo,league_flag,league_season,team_id,team_name,team_logo,fixtures_played_home,fixtures_played_away,fixtures_played_total,fixtures_wins_home,fixtures_wins_away,fixtures_wins_total,fixtures_draws_home,fixtures_draws_away,fixtures_draws_total,fixtures_loses_home,fixtures_loses_away,fixtures_loses_total,goals_for_total_home,goals_for_total_away,goals_for_total_total,goals_for_average_home,goals_for_average_away,goals_for_average_total,goals_for_minute_0-15_total,goals_for_minute_0-15_percentage,goals_for_minute_16-30_total,goals_for_minute_16-30_percentage,goals_for_minute_31-45_total,goals_for_minute_31-45_percentage,goals_for_minute_46-60_total,goals_for_minute_46-60_percentage,goals_for_minute_61-75_total,goals_for_minute_61-75_percentage,goals_for_minute_76-90_total,goals_for_minute_76-90_percentage,goals_for_minute_91-105_total,goals_for_minute_91-105_percentage,goals_for_minute_106-120_total,goals_for_minute_106-120_percentage,goals_against_total_home,goals_against_total_away,goals_against_total_total,goals_against_average_home,goals_against_average_away,goals_against_average_total,goals_against_minute_0-15_total,goals_against_minute_0-15_percentage,goals_against_minute_16-30_total,goals_against_minute_16-30_percentage,goals_against_minute_31-45_total,goals_against_minute_31-45_percentage,goals_against_minute_46-60_total,goals_against_minute_46-60_percentage,goals_against_minute_61-75_total,goals_against_minute_61-75_percentage,goals_against_minute_76-90_total,goals_against_minute_76-90_percentage,goals_against_minute_91-105_total,goals_against_minute_91-105_percentage,goals_against_minute_106-120_total,goals_against_minute_106-120_percentage,biggest_streak_wins,biggest_streak_draws,biggest_streak_loses,biggest_wins_home,biggest_wins_away,biggest_loses_home,biggest_loses_away,biggest_goals_for_home,biggest_goals_for_away,biggest_goals_against_home,biggest_goals_against_away,clean_sheet_home,clean_sheet_away,clean_sheet_total,failed_to_score_home,failed_to_score_away,failed_to_score_total,penalty_scored_total,penalty_scored_percentage,penalty_missed_total,penalty_missed_percentage,penalty_total,cards_yellow_0-15_total,cards_yellow_0-15_percentage,cards_yellow_16-30_total,cards_yellow_16-30_percentage,cards_yellow_31-45_total,cards_yellow_31-45_percentage,cards_yellow_46-60_total,cards_yellow_46-60_percentage,cards_yellow_61-75_total,cards_yellow_61-75_percentage,cards_yellow_76-90_total,cards_yellow_76-90_percentage,cards_yellow_91-105_total,cards_yellow_91-105_percentage,cards_yellow_106-120_total,cards_yellow_106-120_percentage,cards_yellow__total,cards_yellow__percentage,cards_red_0-15_total,cards_red_0-15_percentage,cards_red_16-30_total,cards_red_16-30_percentage,cards_red_31-45_total,cards_red_31-45_percentage,cards_red_46-60_total,cards_red_46-60_percentage,cards_red_61-75_total,cards_red_61-75_percentage,cards_red_76-90_total,cards_red_76-90_percentage,cards_red_91-105_total,cards_red_91-105_percentage,cards_red_106-120_total,cards_red_106-120_percentage,cards_red__total,cards_red__percentage
LLDDDDWWLLLWDLLLDLLLWLWLLDWDDLLDLDWLD,"[{'formation': '4-3-3', 'played': 11}, {'formation': '4-5-1', 'played': 7}, {'formation': '4-2-3-1', 'played': 7}, {'formation': '3-4-3', 'played': 3}, {'formation': '5-4-1', 'played': 2}, {'formation': '4-1-4-1', 'played': 2}, {'formation': '4-4-2', 'played': 2}, {'formation': '5-3-2', 'played': 1}, {'formation': '3-5-2', 'played': 1}, {'formation': '3-4-2-1', 'played': 1}]",39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-2.api-sports.io/flags/gb.svg,2022,45,Everton,https://media-2.api-sports.io/football/teams/45.png,18,19,37,5,2,7,3,9,12,10,8,18,15,18,33,0.8,0.9,0.9,7,22.58%,4,12.90%,2,6.45%,5,16.13%,4,12.90%,6,19.35%,3,9.68%,,,27,30,57,1.5,1.6,1.5,2,3.39%,9,15.25%,13,22.03%,13,22.03%,8,13.56%,13,22.03%,1,1.69%,,,2,4,3,3-0,1-5,1-4,4-0,3,5,4,4,6,2,8,5,9,14,3,100.00%,0,0%,3,3,3.75%,7,8.75%,13,16.25%,14,17.50%,20,25.00%,12,15.00%,10,12.50%,,,1.0,1.25%,,,,,,,1,50.00%,,,1,50.00%,,,,,,
WLLLDWDDWDLLLLWLLLLDLDWLLWLWLWWLWWLLL,"[{'formation': '4-2-3-1', 'played': 11}, {'formation': '4-4-2', 'played': 7}, {'formation': '4-4-1-1', 'played': 7}, {'formation': '3-4-2-1', 'played': 6}, {'formation': '5-3-2', 'played': 2}, {'formation': '5-4-1', 'played': 2}, {'formation': '3-1-4-2', 'played': 1}, {'formation': '3-5-1-1', 'played': 1}]",39,Premier League,England,https://media-1.api-sports.io/football/leagues/39.png,https://media-1.api-sports.io/flags/gb.svg,2022,35,Bournemouth,https://media-1.api-sports.io/football/teams/35.png,19,18,37,6,5,11,4,2,6,9,11,20,20,17,37,1.1,0.9,1.0,4,10.00%,11,27.50%,2,5.00%,10,25.00%,6,15.00%,5,12.50%,2,5.00%,,,28,42,70,1.5,2.3,1.9,14,20.90%,10,14.93%,12,17.91%,8,11.94%,8,11.94%,11,16.42%,4,5.97%,,,2,2,4,4-1,2-3,0-4,9-0,4,3,4,9,5,3,8,8,9,17,0,0%,0,0%,0,2,3.08%,4,6.15%,11,16.92%,20,30.77%,13,20.00%,10,15.38%,5,7.69%,,,,,,,,,,,,,,,,,,,,,,
